Model Realization Faultblock Zone GRV NRV NPV HCPV STOIIP
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 36 Totals Below_Brent_3_3 45721644.88 23770889.58 6710350.33 4617973.03 3579824.16
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 36 Totals Below_Brent_3_2 21307128.08 9590553.44 2547094.90 1468759.26 1138573.10
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 36 Totals Below_Brent_3_1 32779222.71 18944347.69 5322734.75 3387371.18 2625869.21
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 36 Totals Below_Brent_2 23009222.37 21006701.13 6557845.32 5266858.35 4082836.05
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 36 Totals Below_Brent_1_3 91054093.03 79784044.04 24426191.76 19590319.19 15186294.40
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 36 Totals Below_Brent_1_2 88653552.14 81436457.22 23871872.68 18396022.96 14260483.33
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 36 Totals Below_Brent_1_1 49402597.49 27721482.80 6549831.91 4778273.06 3704087.76
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 36 Totals Totals 761013095.03 581174289.37 167914470.71 124397224.26 96431959.64
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre2 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre2 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre2 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre2 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre2 Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre2 Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre2 Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre2 Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre2 Below_Brent_3_2 49006.22 39540.23 10024.07 7272.22 5637.38
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre2 Below_Brent_3_1 736216.17 185552.41 51276.02 38144.64 29569.49
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre2 Below_Brent_2 14635926.59 14568135.61 4665867.57 4010201.22 3108683.21
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre2 Below_Brent_1_3 34494468.97 30949732.78 9626820.38 7462227.38 5784672.56
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre2 Below_Brent_1_2 25541343.27 22214396.25 6298783.40 4545217.93 3523424.85
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre2 Below_Brent_1_1 16113098.83 6949771.73 1461964.05 758018.30 587611.10
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre2 Totals 91570060.05 74907129.01 22114735.49 16821081.69 13039598.60
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Vest Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Vest Below_ReWorkedBrent 7911.90 4767.68 1243.04 388.45 301.12
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Vest Below_Brent_6 32524127.53 30872330.55 9013869.15 7061594.93 5474104.76
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Vest Below_Brent_5 68982417.43 63913491.38 19280336.82 13581599.37 10528371.92
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Vest Below_Brent_4_3 10999148.39 9178223.95 2555634.20 1625047.24 1259726.58
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Vest Below_Brent_4_2 6142119.48 2642438.20 705738.12 382433.53 296460.11
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Vest Below_Brent_4_1 7112983.48 3114525.75 924651.26 574948.73 445696.70
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Vest Below_Brent_3_3 25494026.37 13893770.27 3887694.39 2122511.79 1645358.03
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Vest Below_Brent_3_2 3623203.79 2434322.02 715196.33 380169.14 294704.77
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Vest Below_Brent_3_1 1658995.08 826385.94 244115.81 123047.07 95385.33
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Vest Below_Brent_2 1570565.56 1555928.30 496178.19 284184.83 220298.32
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Vest Below_Brent_1_3 9268.53 9099.94 2745.48 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Vest Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Vest Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Vest Totals 158124767.53 128445284.00 37827402.79 26135925.07 20260407.63
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Sor Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Sor Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Sor Below_Brent_6 24275429.80 23076147.45 6690862.25 4720499.52 3659302.06
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Sor Below_Brent_5 21074925.52 19142292.50 5782107.96 4456385.59 3454562.57
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Sor Below_Brent_4_3 17781501.16 14003968.19 4289418.57 3306257.57 2562990.44
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Sor Below_Brent_4_2 12684845.43 7765332.58 2081022.78 1258353.97 975468.22
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Sor Below_Brent_4_1 7733690.09 5022829.28 1552717.01 1224078.34 948897.96
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Sor Below_Brent_3_3 22784847.97 14488401.81 4267327.40 3564179.46 2762929.89
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Sor Below_Brent_3_2 11563199.69 6927179.98 2000581.02 1578725.43 1223818.20
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Sor Below_Brent_3_1 4469753.90 2848586.15 813808.14 619134.86 479949.52
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Sor Below_Brent_2 10975346.57 8138986.84 2461682.54 1974149.99 1530348.87
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Sor Below_Brent_1_3 23016469.87 18167198.03 5160082.95 4035585.91 3128361.26
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Sor Below_Brent_1_2 2209237.60 1635851.19 468063.34 342661.57 265629.13
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Sor Below_Brent_1_1 1826047.36 1403408.27 364941.54 237820.63 184357.08
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Sor Totals 160395294.96 122620182.26 35932615.50 27317832.83 21176615.22
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre1 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre1 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre1 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre1 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre1 Below_Brent_4_3 97775.75 87168.54 23743.70 20073.89 15561.16
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre1 Below_Brent_4_2 45874.65 23173.44 5862.44 4118.90 3192.95
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre1 Below_Brent_4_1 1103266.58 320590.37 81765.58 55818.86 43270.43
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre1 Below_Brent_3_3 1366202.27 611216.31 167522.70 115483.73 89522.28
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre1 Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre1 Below_Brent_3_1 7222568.18 3727955.52 1048484.82 699926.36 542578.59
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre1 Below_Brent_2 124373.56 123252.78 39140.79 28608.59 22177.20
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre1 Below_Brent_1_3 7133619.26 6441531.69 1984053.24 1363533.59 1057002.81
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre1 Below_Brent_1_2 7089396.69 6370752.98 1861276.89 1304866.40 1011524.37
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre1 Below_Brent_1_1 1463852.54 843217.42 167023.43 31735.35 24601.05
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre1 Totals 25646929.47 18548859.03 5378873.59 3624165.67 2809430.84
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre3 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre3 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre3 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre3 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre3 Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre3 Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre3 Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre3 Below_Brent_3_3 668015.10 374992.59 109754.04 89201.17 69148.20
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre3 Below_Brent_3_2 3835518.94 2955028.09 939086.49 798699.49 619146.91
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre3 Below_Brent_3_1 254690.67 124527.41 37877.73 31034.37 24057.65
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre3 Below_Brent_2 3774467.32 3716966.61 1229698.76 1114177.85 863703.78
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre3 Below_Brent_1_3 12209468.42 11255632.68 3583167.59 3224310.75 2499465.77
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre3 Below_Brent_1_2 37980629.03 35281012.21 10409329.63 9036729.31 7005216.72
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre3 Below_Brent_1_1 41563623.38 22866941.53 5564750.33 4486818.66 3478154.10
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Midtre3 Totals 100286412.85 76575101.11 21873664.58 18780971.59 14558893.14
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof054C Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof054C Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof054C Below_Brent_6 1434547.82 1312169.95 354041.65 150244.42 116468.55
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof054C Below_Brent_5 22717.18 22590.01 6528.80 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof054C Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof054C Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof054C Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof054C Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof054C Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof054C Below_Brent_3_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof054C Below_Brent_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof054C Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof054C Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof054C Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof054C Totals 1457265.00 1334759.96 360570.45 150244.42 116468.55
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof053C Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof053C Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof053C Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof053C Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof053C Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof053C Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof053C Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof053C Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof053C Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof053C Below_Brent_3_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof053C Below_Brent_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof053C Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof053C Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof053C Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Westof053C Totals 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_MidtreNord Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_MidtreNord Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_MidtreNord Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_MidtreNord Below_Brent_5 84083.98 54321.32 15421.46 9605.33 7445.99
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_MidtreNord Below_Brent_4_3 1116817.53 907291.87 247932.43 113148.98 87712.39
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_MidtreNord Below_Brent_4_2 539641.74 133129.24 30690.70 12266.53 9508.94
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_MidtreNord Below_Brent_4_1 1075533.78 312052.66 80236.03 32896.48 25501.15
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_MidtreNord Below_Brent_3_3 2466716.83 1329865.71 360020.36 180871.34 140210.34
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_MidtreNord Below_Brent_3_2 3650057.44 1035564.20 259580.54 93914.89 72802.24
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_MidtreNord Below_Brent_3_1 26882818.34 20810825.59 5810749.94 3491076.21 2706260.71
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_MidtreNord Below_Brent_2 2505334.60 2480220.95 789303.74 574397.88 445269.69
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_MidtreNord Below_Brent_1_3 3151073.26 2974787.62 937251.19 640758.18 496711.78
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_MidtreNord Below_Brent_1_2 155686.67 143178.58 42290.27 25054.04 19421.73
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_MidtreNord Below_Brent_1_1 230959.52 141328.67 27502.99 412.34 319.64
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_MidtreNord Totals 41858723.70 30322566.41 8600979.64 5174402.20 4011164.61
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Ost_All Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Ost_All Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Ost_All Below_Brent_6 13358709.21 11552074.99 3318644.65 2353278.11 1824246.65
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Ost_All Below_Brent_5 17484534.02 14362585.75 4241304.31 3301411.42 2559233.74
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Ost_All Below_Brent_4_3 1958523.99 1214748.34 328912.70 195651.75 151668.03
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Ost_All Below_Brent_4_2 16103821.93 7746929.65 2014821.17 1217497.38 943796.45
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Ost_All Below_Brent_4_1 12770667.43 6041397.63 1666973.45 951940.33 737938.26
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Ost_All Below_Brent_3_3 9338778.85 3218556.71 918130.21 429141.85 332668.11
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Ost_All Below_Brent_3_2 118640.68 23707.34 5931.27 4122.42 3195.67
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Ost_All Below_Brent_3_1 1276171.54 394913.57 110041.33 76053.03 58955.84
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Ost_All Below_Brent_2 1866713.63 1861799.85 602039.31 466428.90 361572.80
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Ost_All Below_Brent_1_3 2579452.67 2355931.93 745543.08 573653.10 444692.34
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Ost_All Below_Brent_1_2 6004.89 5824.50 1591.89 1298.35 1006.48
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Ost_All Below_Brent_1_1 686261.48 410558.22 84292.94 28352.56 21978.73
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_Ost_All Totals 77548280.33 49189028.48 14038226.31 9598829.20 7440953.09
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_RwBr_Dr Below_Draupne 21722986.70 19477172.38 5656978.48 4318728.25 3347851.45
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_RwBr_Dr Below_ReWorkedBrent 102735164.42 76904758.71 21286798.45 16682712.50 12932335.65
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_RwBr_Dr Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_RwBr_Dr Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_RwBr_Dr Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_RwBr_Dr Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_RwBr_Dr Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_RwBr_Dr Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_RwBr_Dr Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_RwBr_Dr Below_Brent_3_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_RwBr_Dr Below_Brent_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_RwBr_Dr Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_RwBr_Dr Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_RwBr_Dr Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 2015Tordis_RwBr_Dr Totals 124458151.12 96381931.09 26943776.93 21001440.75 16280187.11
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 Totals Below_Draupne 21722986.70 19477172.38 5656978.48 4318728.25 3347851.45
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 Totals Below_ReWorkedBrent 102743076.31 76909526.39 21288041.50 16683100.95 12932636.78
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 Totals Below_Brent_6 71592814.36 66812722.94 19377417.69 14285616.98 11074122.02
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 Totals Below_Brent_5 107648678.14 97495280.95 29325699.35 21349001.72 16549614.22
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 Totals Below_Brent_4_3 31953766.82 25391400.89 7445641.61 5260179.44 4077658.60
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 Totals Below_Brent_4_2 35516303.24 18311003.11 4838135.21 2874670.31 2228426.66
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 Totals Below_Brent_4_1 29796141.35 14811395.70 4306343.33 2839682.73 2201304.51
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 Totals Below_Brent_3_3 62118587.39 33916803.40 9710449.10 6501389.34 5039836.84
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 Totals Below_Brent_3_2 22839626.75 13415341.86 3930399.72 2862903.59 2219305.18
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 Totals Below_Brent_3_1 42501213.88 28918746.59 8116353.78 5078416.53 3936757.12
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 Totals Below_Brent_2 35452727.83 32445290.93 10283910.91 8452149.26 6552053.88
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 Totals Below_Brent_1_3 82593820.97 72153914.66 22039663.92 17300068.90 13410906.52
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 Totals Below_Brent_1_2 72982298.16 65651015.71 19081335.41 15255827.59 11826223.29
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 Totals Below_Brent_1_1 61883843.10 32615225.83 7670475.29 5543157.84 4297021.71
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 37 Totals Totals 781345885.01 598324841.35 173070845.28 128604893.42 99693718.78
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 38 2015Tordis_Midtre2 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 38 2015Tordis_Midtre2 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 38 2015Tordis_Midtre2 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 38 2015Tordis_Midtre2 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 38 2015Tordis_Midtre2 Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 38 2015Tordis_Midtre2 Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
